"","slug_game","medal_type","name","gender","discipline","event","country_code","country_long"
"5483","athens-2004","silver","Terrence TRAMMELL","Men","Athletics","110m hurdles men","USA","United States of America"
"5484","athens-2004","bronze","Anier GARCIA","Men","Athletics","110m hurdles men","CUB","Cuba"
"5485","athens-2004","gold","Ivano BRUGNETTI","Men","Athletics","20km walk men","ITA","Italy"
"5486","athens-2004","silver","Francisco Javier FERNANDEZ","Men","Athletics","20km walk men","ESP","Spain"
"5487","athens-2004","bronze","Nathan DEAKES","Men","Athletics","20km walk men","AUS","Australia"
"5488","athens-2004","gold","Great Britain","Men","Athletics","4x100m relay men","GBR","Great Britain"
"5489","athens-2004","silver","United States of America","Men","Athletics","4x100m relay men","USA","United States of America"
"5490","athens-2004","bronze","Nigeria","Men","Athletics","4x100m relay men","NGR","Nigeria"
"5491","athens-2004","gold","Robert KORZENIOWSKI","Men","Athletics","50km walk men","POL","Poland"
"5492","athens-2004","silver","Denis NIZHEGORODOV","Men","Athletics","50km walk men","RUS","Russian Federation"
"5493","athens-2004","bronze","Aleksey VOYEVODIN","Men","Athletics","50km walk men","RUS","Russian Federation"
"5494","athens-2004","gold","Adam NELSON","Men","Athletics","shot put men","USA","United States of America"
"5495","athens-2004","silver","Joachim Broechner OLSEN","Men","Athletics","shot put men","DEN","Denmark"
"5496","athens-2004","bronze","Manuel MARTINEZ","Men","Athletics","shot put men","ESP","Spain"
"5497","athens-2004","gold","Yury Borzakovsky","Men","Athletics","800m men","RUS","Russian Federation"
"5498","athens-2004","silver","Mbulaeni MULAUDZI","Men","Athletics","800m men","RSA","South Africa"
"5499","athens-2004","bronze","Wilson KIPKETER","Men","Athletics","800m men","DEN","Denmark"
"5500","athens-2004","gold","Jeremy WARINER","Men","Athletics","400m men","USA","United States of America"
"5501","athens-2004","silver","Otis HARRIS","Men","Athletics","400m men","USA","United States of America"
"5502","athens-2004","bronze","Derrick BREW","Men","Athletics","400m men","USA","United States of America"
"5503","athens-2004","gold","Timothy MACK","Men","Athletics","pole vault men","USA","United States of America"
"5504","athens-2004","silver","Toby STEVENSON","Men","Athletics","pole vault men","USA","United States of America"
"5505","athens-2004","bronze","Giuseppe GIBILISCO","Men","Athletics","pole vault men","ITA","Italy"
"5506","athens-2004","gold","Athanasia TSOUMELEKA","Women","Athletics","20km race walk women","GRE","Greece"
"5507","athens-2004","silver","Olimpiada IVANOVA","Women","Athletics","20km race walk women","RUS","Russian Federation"
"5508","athens-2004","bronze","Jane SAVILLE","Women","Athletics","20km race walk women","AUS","Australia"
"5509","athens-2004","gold","Mizuki NOGUCHI","Women","Athletics","marathon women","JPN","Japan"
"5510","athens-2004","silver","Catherine NDEREBA","Women","Athletics","marathon women","KEN","Kenya"
"5511","athens-2004","bronze","Deena KASTOR","Women","Athletics","marathon women","USA","United States of America"
"5512","athens-2004","gold","Christian OLSSON","Men","Athletics","triple jump men","SWE","Sweden"
"5513","athens-2004","silver","Marian OPREA","Men","Athletics","triple jump men","ROU","Romania"
"5514","athens-2004","bronze","Danil BURKENYA","Men","Athletics","triple jump men","RUS","Russian Federation"
"5515","athens-2004","gold","Stefan HOLM","Men","Athletics","high jump men","SWE","Sweden"
"5516","athens-2004","silver","Matt HEMINGWAY","Men","Athletics","high jump men","USA","United States of America"
"5517","athens-2004","bronze","Jaroslav BABA","Men","Athletics","high jump men","CZE","Czech Republic"
"5518","athens-2004","gold","Andreas THORKILDSEN","Men","Athletics","javelin throw men","NOR","Norway"
"5519","athens-2004","silver","Vadims VASILEVSKIS","Men","Athletics","javelin throw men","LAT","Latvia"
"5520","athens-2004","bronze","Sergey MAKAROV","Men","Athletics","javelin throw men","RUS","Russian Federation"
"5521","athens-2004","gold","Olga KUZENKOVA","Women","Athletics","hammer throw women","RUS","Russian Federation"
"5522","athens-2004","silver","Yipsi MORENO","Women","Athletics","hammer throw women","CUB","Cuba"
"5523","athens-2004","bronze","Yunaika CRAWFORD","Women","Athletics","hammer throw women","CUB","Cuba"
"5524","athens-2004","gold","Dwight PHILLIPS","Men","Athletics","long jump men","USA","United States of America"
"5525","athens-2004","silver","John MOFFITT","Men","Athletics","long jump men","USA","United States of America"
"5526","athens-2004","bronze","Joan Lino MARTINEZ","Men","Athletics","long jump men","ESP","Spain"
"5527","athens-2004","gold","Fani CHALKIA","Women","Athletics","400m hurdles women","GRE","Greece"
"5528","athens-2004","silver","Ionela TIRLEA-MANOLACHE","Women","Athletics","400m hurdles women","ROU","Romania"
"5529","athens-2004","bronze","Tetiana TERESHCHUK-ANTIPOVA","Women","Athletics","400m hurdles women","UKR","Ukraine"
"5530","athens-2004","gold","Kenenisa BEKELE","Men","Athletics","10000m men","ETH","Ethiopia"
"5531","athens-2004","silver","Sileshi SIHINE","Men","Athletics","10000m men","ETH","Ethiopia"
"5532","athens-2004","bronze","Zersenay TADESSE","Men","Athletics","10000m men","ERI","Eritrea"
"5533","athens-2004","gold","Veronica Campbell-Brown","Women","Athletics","200m women","JAM","Jamaica"
"5534","athens-2004","silver","Allyson FELIX","Women","Athletics","200m women","USA","United States of America"
"5535","athens-2004","bronze","Debbie FERGUSON-MCKENZIE","Women","Athletics","200m women","BAH","Bahamas"
"5536","athens-2004","gold","Yumileidi CUMBA","Women","Athletics","shot put women","CUB","Cuba"
"5537","athens-2004","silver","Nadine KLEINERT","Women","Athletics","shot put women","GER","Germany"
"5538","athens-2004","gold","United States of America","Men","Athletics","4x400m relay men","USA","United States of America"
"5539","athens-2004","silver","Australia","Men","Athletics","4x400m relay men","AUS","Australia"
"5540","athens-2004","bronze","Nigeria","Men","Athletics","4x400m relay men","NGR","Nigeria"
"5541","athens-2004","gold","Yelena ISINBAEVA","Women","Athletics","pole vault women","RUS","Russian Federation"
"5542","athens-2004","silver","Svetlana FEOFANOVA","Women","Athletics","pole vault women","RUS","Russian Federation"
"5543","athens-2004","bronze","Anna ROGOWSKA","Women","Athletics","pole vault women","POL","Poland"
"5544","athens-2004","gold","Huina XING","Women","Athletics","10000m women","CHN","People's Republic of China"
"5545","athens-2004","silver","Ejegayehu DIBABA","Women","Athletics","10000m women","ETH","Ethiopia"
"5546","athens-2004","bronze","Derartu TULU","Women","Athletics","10000m women","ETH","Ethiopia"
"5547","athens-2004","gold","Kelly HOLMES","Women","Athletics","800m women","GBR","Great Britain"
"5548","athens-2004","silver","Hasna BENHASSI","Women","Athletics","800m women","MAR","Morocco"
"5549","athens-2004","bronze","Jolanda CEPLAK","Women","Athletics","800m women","SLO","Slovenia"
"5550","athens-2004","gold","Elena SLESARENKO","Women","Athletics","high jump women","RUS","Russian Federation"
"5551","athens-2004","silver","Hestrie CLOETE","Women","Athletics","high jump women","RSA","South Africa"
"5552","athens-2004","bronze","Vita STYOPINA","Women","Athletics","high jump women","UKR","Ukraine"
"5553","athens-2004","gold","Justin GATLIN","Men","Athletics","100m men","USA","United States of America"
"5554","athens-2004","silver","Francis OBIKWELU","Men","Athletics","100m men","POR","Portugal"
"5555","athens-2004","bronze","Maurice GREENE","Men","Athletics","100m men","USA","United States of America"
"5556","athens-2004","gold","Natalya SADOVA","Women","Athletics","discus throw women","RUS","Russian Federation"
"5557","athens-2004","silver","Anastasia KELESIDOU","Women","Athletics","discus throw women","GRE","Greece"
"5558","athens-2004","bronze","Vera POSPISILOVA-CECHLOVA","Women","Athletics","discus throw women","CZE","Czech Republic"
"5559","athens-2004","gold","Yuliya NESTSIARENKA","Women","Athletics","100m women","BLR","Belarus"
"5560","athens-2004","silver","Lauryn WILLIAMS","Women","Athletics","100m women","USA","United States of America"
"5561","athens-2004","bronze","Veronica Campbell-Brown","Women","Athletics","100m women","JAM","Jamaica"
"5562","athens-2004","gold","Roman SEBRLE","Men","Athletics","decathlon men","CZE","Czech Republic"
"5563","athens-2004","silver","Bryan CLAY","Men","Athletics","decathlon men","USA","United States of America"
"5564","athens-2004","bronze","Dmitriy KARPOV","Men","Athletics","decathlon men","KAZ","Kazakhstan"
"5565","athens-2004","gold","Meseret DEFAR","Women","Athletics","5000m women","ETH","Ethiopia"
"5566","athens-2004","silver","Isabella OCHICHI","Women","Athletics","5000m women","KEN","Kenya"
"5567","athens-2004","bronze","Tirunesh DIBABA","Women","Athletics","5000m women","ETH","Ethiopia"
"5568","athens-2004","gold","Jamaica","Women","Athletics","4x100m relay women","JAM","Jamaica"
"5569","athens-2004","silver","Russian Federation","Women","Athletics","4x100m relay women","RUS","Russian Federation"
"5570","athens-2004","bronze","France","Women","Athletics","4x100m relay women","FRA","France"
"5571","athens-2004","gold","Joanna HAYES","Women","Athletics","100m hurdles women","USA","United States of America"
"5572","athens-2004","silver","Olena Ovcharova-Krasovska","Women","Athletics","100m hurdles women","UKR","Ukraine"
"5573","athens-2004","bronze","Melissa MORRISON","Women","Athletics","100m hurdles women","USA","United States of America"
"5574","athens-2004","gold","Shawn CRAWFORD","Men","Athletics","200m men","USA","United States of America"
"5575","athens-2004","silver","Bernard WILLIAMS","Men","Athletics","200m men","USA","United States of America"
"5576","athens-2004","bronze","Justin GATLIN","Men","Athletics","200m men","USA","United States of America"
"5577","athens-2004","gold","Hicham EL GUERROUJ","Men","Athletics","5000m men","MAR","Morocco"
"5578","athens-2004","silver","Kenenisa BEKELE","Men","Athletics","5000m men","ETH","Ethiopia"
"5579","athens-2004","bronze","Eliud KIPCHOGE","Men","Athletics","5000m men","KEN","Kenya"
"5580","athens-2004","gold","Carolina KLUFT","Women","Athletics","heptathlon women","SWE","Sweden"
"5581","athens-2004","silver","Austra SKUJYTE","Women","Athletics","heptathlon women","LTU","Lithuania"
"5582","athens-2004","bronze","Kelly SOTHERTON","Women","Athletics","heptathlon women","GBR","Great Britain"
"5583","athens-2004","gold","Virgilijus ALEKNA","Men","Athletics","discus throw men","LTU","Lithuania"
"5584","athens-2004","silver","Zoltan KOVAGO","Men","Athletics","discus throw men","HUN","Hungary"
"5585","athens-2004","bronze","Aleksander TAMMERT","Men","Athletics","discus throw men","EST","Estonia"
"5586","athens-2004","gold","Anna DOGONADZE-LILKENDEY","Women","Trampoline","Individual women","GER","Germany"
"5587","athens-2004","silver","Karen COCKBURN","Women","Trampoline","Individual women","CAN","Canada"
"5588","athens-2004","bronze","Shanshan HUANG","Women","Trampoline","Individual women","CHN","People's Republic of China"
"5589","athens-2004","gold","Yuriy NIKITIN","Men","Trampoline","Individual men","UKR","Ukraine"
"5590","athens-2004","silver","Alexander MOSKALENKO","Men","Trampoline","Individual men","RUS","Russian Federation"
"5591","athens-2004","bronze","Henrik STEHLIK","Men","Trampoline","Individual men","GER","Germany"
"5592","athens-2004","gold","Vyacheslav EKIMOV","Men","Cycling Road","individual time trial men","RUS","Russian Federation"
"5593","athens-2004","silver","Bobby JULICH","Men","Cycling Road","individual time trial men","USA","United States of America"
"5594","athens-2004","bronze","Michael ROGERS","Men","Cycling Road","individual time trial men","AUS","Australia"
"5595","athens-2004","gold","Paolo BETTINI","Men","Cycling Road","individual road race men","ITA","Italy"
"5596","athens-2004","silver","Sergio PAULINHO","Men","Cycling Road","individual road race men","POR","Portugal"
"5597","athens-2004","bronze","Axel MERCKX","Men","Cycling Road","individual road race men","BEL","Belgium"
"5598","athens-2004","gold","Sara CARRIGAN","Women","Cycling Road","individual road race women","AUS","Australia"
"5599","athens-2004","silver","Judith ARNDT","Women","Cycling Road","individual road race women","GER","Germany"
"5600","athens-2004","bronze","Olga SLYUSAREVA","Women","Cycling Road","individual road race women","RUS","Russian Federation"
"5601","athens-2004","gold","Leontien ZIJLAARD-VAN MOORSEL","Women","Cycling Road","individual time trial women","NED","Netherlands"
"5602","athens-2004","silver","Deirdre DEMET-BARRY","Women","Cycling Road","individual time trial women","USA","United States of America"
"5603","athens-2004","bronze","Karin THURIG","Women","Cycling Road","individual time trial women","SUI","Switzerland"
"5604","athens-2004","gold","France","Open","Equestrian Eventing","team mixed","FRA","France"
"5605","athens-2004","silver","Great Britain","Open","Equestrian Eventing","team mixed","GBR","Great Britain"
"5606","athens-2004","bronze","United States of America","Open","Equestrian Eventing","team mixed","USA","United States of America"
"5607","athens-2004","gold","Leslie LAW","Open","Equestrian Eventing","individual mixed","GBR","Great Britain"
"5608","athens-2004","silver","Kimberly SEVERSON","Open","Equestrian Eventing","individual mixed","USA","United States of America"
"5609","athens-2004","bronze","Pippa FUNNELL","Open","Equestrian Eventing","individual mixed","GBR","Great Britain"
"5610","athens-2004","gold","Yining ZHANG","Women","Table Tennis","Singles women","CHN","People's Republic of China"
"5611","athens-2004","silver","Hyang Mi KIM","Women","Table Tennis","Singles women","PRK","Democratic People's Republic of Korea"
"5612","athens-2004","bronze","Kyung Ah KIM","Women","Table Tennis","Singles women","KOR","Republic of Korea"
"5613","athens-2004","gold","Seung Min RYU","Men","Table Tennis","Singles men","KOR","Republic of Korea"
"5614","athens-2004","silver","Hao WANG","Men","Table Tennis","Singles men","CHN","People's Republic of China"
"5615","athens-2004","bronze","Liqin WANG","Men","Table Tennis","Singles men","CHN","People's Republic of China"
"5616","athens-2004","gold","People's Republic of China","Women","Table Tennis","doubles women","CHN","People's Republic of China"
"5617","athens-2004","silver","Republic of Korea","Women","Table Tennis","doubles women","KOR","Republic of Korea"
"5618","athens-2004","bronze","People's Republic of China","Women","Table Tennis","doubles women","CHN","People's Republic of China"
"5619","athens-2004","gold","People's Republic of China","Men","Table Tennis","doubles men","CHN","People's Republic of China"
"5620","athens-2004","silver","Hong Kong, China","Men","Table Tennis","doubles men","HKG","Hong Kong, China"
"5621","athens-2004","bronze","Denmark","Men","Table Tennis","doubles men","DEN","Denmark"
"5622","athens-2004","gold","Yandro Miguel QUINTANA","Men","Wrestling","Lightweight, Freestyle (≤60 kilograms) Men","CUB","Cuba"
"5623","athens-2004","silver","Masoud Mostafa Jokar","Men","Wrestling","Lightweight, Freestyle (≤60 kilograms) Men","IRI","Islamic Republic of Iran"
"5624","athens-2004","bronze","Kenji INOUE","Men","Wrestling","Lightweight, Freestyle (≤60 kilograms) Men","JPN","Japan"
"5625","athens-2004","gold","Karam GABER IBRAHIM","Men","Wrestling","Heavyweight, Greco-Roman (≤96 kilograms) Men","EGY","Egypt"
"5626","athens-2004","silver","Ramaz NOZADZE","Men","Wrestling","Heavyweight, Greco-Roman (≤96 kilograms) Men","GEO","Georgia"
"5627","athens-2004","bronze","Mehmet OZAL","Men","Wrestling","Heavyweight, Greco-Roman (≤96 kilograms) Men","TUR","Turkey"
"5628","athens-2004","gold","Iryna SHTANHYEYEVA","Women","Wrestling","Flyweight, Freestyle (≤48 kilograms) Women","UKR","Ukraine"
"5629","athens-2004","silver","Chiharu ICHO","Women","Wrestling","Flyweight, Freestyle (≤48 kilograms) Women","JPN","Japan"
"5630","athens-2004","bronze","Patricia MIRANDA","Women","Wrestling","Flyweight, Freestyle (≤48 kilograms) Women","USA","United States of America"
"5631","athens-2004","gold","Xu WANG","Women","Wrestling","Heavyweight, Freestyle (≤72 kilograms) Women","CHN","People's Republic of China"
"5632","athens-2004","silver","Guzel MANYUROVA","Women","Wrestling","Heavyweight, Freestyle (≤72 kilograms) Women","RUS","Russian Federation"
"5633","athens-2004","bronze","Kyoko HAMAGUCHI","Women","Wrestling","Heavyweight, Freestyle (≤72 kilograms) Women","JPN","Japan"
"5634","athens-2004","gold","Saori YOSHIDA","Women","Wrestling","Lightweight, Freestyle (≤55 kilograms) Women","JPN","Japan"
"5635","athens-2004","silver","Tonya Lynn VERBEEK","Women","Wrestling","Lightweight, Freestyle (≤55 kilograms) Women","CAN","Canada"
"5636","athens-2004","bronze","Anna GOMIS","Women","Wrestling","Lightweight, Freestyle (≤55 kilograms) Women","FRA","France"
"5637","athens-2004","gold","Fərid Mənsurov","Men","Wrestling","Welterweight, Greco-Roman (≤66 kilograms) Men","AZE","Azerbaijan"
"5638","athens-2004","silver","Seref EROGLU","Men","Wrestling","Welterweight, Greco-Roman (≤66 kilograms) Men","TUR","Turkey"
"5639","athens-2004","bronze","Mkhitar MANUKYAN","Men","Wrestling","Welterweight, Greco-Roman (≤66 kilograms) Men","KAZ","Kazakhstan"
"5640","athens-2004","gold","Aleksei MISHIN","Men","Wrestling","Light-Heavyweight, Greco-Roman (≤84 kilograms) Men","RUS","Russian Federation"
"5641","athens-2004","silver","Ara ABRAHAMIAN","Men","Wrestling","Light-Heavyweight, Greco-Roman (≤84 kilograms) Men","SWE","Sweden"
"5642","athens-2004","bronze","Vyacheslav MAKARENKO","Men","Wrestling","Light-Heavyweight, Greco-Roman (≤84 kilograms) Men","BLR","Belarus"
"5643","athens-2004","gold","Cael SANDERSON","Men","Wrestling","Light-Heavyweight, Freestyle (≤84 kilograms) Men","USA","United States of America"
"5644","athens-2004","silver","Ui-Je Mun","Men","Wrestling","Light-Heavyweight, Freestyle (≤84 kilograms) Men","KOR","Republic of Korea"
"5645","athens-2004","bronze","Sazhid SAZHIDOV","Men","Wrestling","Light-Heavyweight, Freestyle (≤84 kilograms) Men","RUS","Russian Federation"
"5646","athens-2004","gold","Kaori ICHO","Women","Wrestling","Middleweight, Freestyle (≤63 kilograms) Women","JPN","Japan"
"5647","athens-2004","silver","Sara MCMANN","Women","Wrestling","Middleweight, Freestyle (≤63 kilograms) Women","USA","United States of America"
"5648","athens-2004","bronze","Lise LEGRAND","Women","Wrestling","Middleweight, Freestyle (≤63 kilograms) Women","FRA","France"
"5649","athens-2004","gold","Mavlet BATIROV","Men","Wrestling","Featherweight, Freestyle (≤55 kilograms) Men","RUS","Russian Federation"
"5650","athens-2004","silver","Stephen ABAS","Men","Wrestling","Featherweight, Freestyle (≤55 kilograms) Men","USA","United States of America"
"5651","athens-2004","bronze","Chikara TANABE","Men","Wrestling","Featherweight, Freestyle (≤55 kilograms) Men","JPN","Japan"
"5652","athens-2004","gold","Buvaysar Saytiyev","Men","Wrestling","Middleweight, Freestyle (≤74 kilograms) Men","RUS","Russian Federation"
"5653","athens-2004","silver","Gennadiy LALIYEV","Men","Wrestling","Middleweight, Freestyle (≤74 kilograms) Men","KAZ","Kazakhstan"
"5654","athens-2004","bronze","Ivan FUNDORA","Men","Wrestling","Middleweight, Freestyle (≤74 kilograms) Men","CUB","Cuba"
"5655","athens-2004","gold","Khasan BAROEV","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤120 kilograms) Men","RUS","Russian Federation"
"5656","athens-2004","silver","Georgiy TSURTSUMIA","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤120 kilograms) Men","KAZ","Kazakhstan"
"5657","athens-2004","bronze","Rulon GARDNER","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤120 kilograms) Men","USA","United States of America"
"5658","athens-2004","gold","Ji-Hyeon Jeong","Men","Wrestling","Lightweight, Greco-Roman (≤60 kilograms) Men","KOR","Republic of Korea"
"5659","athens-2004","silver","Roberto MONZON","Men","Wrestling","Lightweight, Greco-Roman (≤60 kilograms) Men","CUB","Cuba"
"5660","athens-2004","bronze","Armen NAZARYAN","Men","Wrestling","Lightweight, Greco-Roman (≤60 kilograms) Men","BUL","Bulgaria"
"5661","athens-2004","gold","Khadzhimurat GATCALOV","Men","Wrestling","Heavyweight, Freestyle (≤96 kilograms) Men","RUS","Russian Federation"
"5662","athens-2004","silver","Magomed IBRAGIMOV","Men","Wrestling","Heavyweight, Freestyle (≤96 kilograms) Men","UZB","Uzbekistan"
"5663","athens-2004","bronze","Alireza HEIDARI","Men","Wrestling","Heavyweight, Freestyle (≤96 kilograms) Men","IRI","Islamic Republic of Iran"
"5664","athens-2004","gold","Artur TAYMAZOV","Men","Wrestling","Super-Heavyweight, Freestyle (≤120 kilograms) Men","UZB","Uzbekistan"
"5665","athens-2004","silver","Alireza REZAEI","Men","Wrestling","Super-Heavyweight, Freestyle (≤120 kilograms) Men","IRI","Islamic Republic of Iran"
"5666","athens-2004","bronze","Aydın Polatçı","Men","Wrestling","Super-Heavyweight, Freestyle (≤120 kilograms) Men","TUR","Turkey"
"5667","athens-2004","gold","Elbrus TEDEYEV","Men","Wrestling","Welterweight, Freestyle (≤66 kilograms) Men","UKR","Ukraine"
"5668","athens-2004","silver","Jamill KELLY","Men","Wrestling","Welterweight, Freestyle (≤66 kilograms) Men","USA","United States of America"
"5669","athens-2004","bronze","Makhach MURTAZALIEV","Men","Wrestling","Welterweight, Freestyle (≤66 kilograms) Men","RUS","Russian Federation"
"5670","athens-2004","gold","Aleksandr Dokturishvili","Men","Wrestling","Middleweight, Greco-Roman (≤74 kilograms) Men","UZB","Uzbekistan"
"5671","athens-2004","silver","Marko YLI-HANNUKSELA","Men","Wrestling","Middleweight, Greco-Roman (≤74 kilograms) Men","FIN","Finland"
"5672","athens-2004","bronze","Varteres SAMURGASHEV","Men","Wrestling","Middleweight, Greco-Roman (≤74 kilograms) Men","RUS","Russian Federation"
"5673","athens-2004","gold","Istvan MAJOROS","Men","Wrestling","Featherweight, Greco-Roman (≤55 kilograms) Men","HUN","Hungary"
"5674","athens-2004","silver","Gaydar Mamedaliyev","Men","Wrestling","Featherweight, Greco-Roman (≤55 kilograms) Men","RUS","Russian Federation"
"5675","athens-2004","bronze","Artiom KIOUREGKIAN","Men","Wrestling","Featherweight, Greco-Roman (≤55 kilograms) Men","GRE","Greece"
"5676","athens-2004","gold","Wei LUO","Women","Taekwondo","57 - 67 kg women","CHN","People's Republic of China"
"5677","athens-2004","silver","Elisavet MYSTAKIDOU","Women","Taekwondo","57 - 67 kg women","GRE","Greece"
"5678","athens-2004","bronze","Kyung Seon HWANG","Women","Taekwondo","57 - 67 kg women","KOR","Republic of Korea"
"5679","athens-2004","gold","Mu-Yen CHU","Men","Taekwondo","Athens 2004 Taekwondo - 58 kg men","TPE","Chinese Taipei"
"5680","athens-2004","silver","Oscar Francisco SALAZAR BLANCO","Men","Taekwondo","Athens 2004 Taekwondo - 58 kg men","MEX","Mexico"
"5681","athens-2004","bronze","Tamer BAYOUMI","Men","Taekwondo","Athens 2004 Taekwondo - 58 kg men","EGY","Egypt"
"5682","athens-2004","gold","Hadi SAEIBONEHKOHAL","Men","Taekwondo","58 - 68 kg men","IRI","Islamic Republic of Iran"
"5683","athens-2004","silver","Chih Hsiung HUANG","Men","Taekwondo","58 - 68 kg men","TPE","Chinese Taipei"
"5684","athens-2004","bronze","Myeong Seob SONG","Men","Taekwondo","58 - 68 kg men","KOR","Republic of Korea"
"5685","athens-2004","gold","Shih Hsin CHEN","Women","Taekwondo","Athens 2004 Taekwondo - 49 kg women","TPE","Chinese Taipei"
"5686","athens-2004","silver","Yanelis Yuliet LABRADA DIAZ","Women","Taekwondo","Athens 2004 Taekwondo - 49 kg women","CUB","Cuba"
"5687","athens-2004","bronze","Yaowapa BOORAPOLCHAI","Women","Taekwondo","Athens 2004 Taekwondo - 49 kg women","THA","Thailand"
"5688","athens-2004","gold","Steven LOPEZ","Men","Taekwondo","68 - 80 kg men","USA","United States of America"
"5689","athens-2004","silver","Bahri TANRIKULU","Men","Taekwondo","68 - 80 kg men","TUR","Turkey"
"5690","athens-2004","bronze","Yousef KARAMI","Men","Taekwondo","68 - 80 kg men","IRI","Islamic Republic of Iran"
"5691","athens-2004","gold","Ji Won JANG","Women","Taekwondo","49 - 57 kg women","KOR","Republic of Korea"
"5692","athens-2004","silver","Nia ABDALLAH","Women","Taekwondo","49 - 57 kg women","USA","United States of America"
"5693","athens-2004","bronze","Iridia SALAZAR BLANCO","Women","Taekwondo","49 - 57 kg women","MEX","Mexico"
"5694","athens-2004","gold","Dae-Seong Mun","Men","Taekwondo","80 kg men","KOR","Republic of Korea"
"5695","athens-2004","silver","Alexandros NIKOLAIDIS","Men","Taekwondo","80 kg men","GRE","Greece"
"5696","athens-2004","bronze","Pascal GENTIL","Men","Taekwondo","80 kg men","FRA","France"
"5697","athens-2004","gold","Zhong CHEN","Women","Taekwondo","67 kg women","CHN","People's Republic of China"
"5698","athens-2004","silver","Myriam BAVEREL","Women","Taekwondo","67 kg women","FRA","France"
"5699","athens-2004","bronze","Adriana CARMONA GUTIERREZ","Women","Taekwondo","67 kg women","VEN","Venezuela"
"5700","athens-2004","gold","Olga SLYUSAREVA","Women","Cycling Track","points race women","RUS","Russian Federation"
"5701","athens-2004","silver","Belem GUERRERO MENDEZ","Women","Cycling Track","points race women","MEX","Mexico"
"5702","athens-2004","bronze","Maria Luisa CALLE WILLIAMS","Women","Cycling Track","points race women","COL","Colombia"
"5703","athens-2004","gold","Bradley WIGGINS","Men","Cycling Track","Individual Pursuit men","GBR","Great Britain"
"5704","athens-2004","silver","Bradley MCGEE","Men","Cycling Track","Individual Pursuit men","AUS","Australia"
"5705","athens-2004","bronze","Sergi ESCOBAR","Men","Cycling Track","Individual Pursuit men","ESP","Spain"
"5706","athens-2004","gold","Sarah ULMER","Women","Cycling Track","individual pursuit women","NZL","New Zealand"
"5707","athens-2004","silver","Katie MACTIER","Women","Cycling Track","individual pursuit women","AUS","Australia"
"5708","athens-2004","bronze","Leontien ZIJLAARD-VAN MOORSEL","Women","Cycling Track","individual pursuit women","NED","Netherlands"
"5709","athens-2004","gold","Ryan BAYLEY","Men","Cycling Track","Keirin men","AUS","Australia"
"5710","athens-2004","silver","Jose ESCUREDO","Men","Cycling Track","Keirin men","ESP","Spain"
"5711","athens-2004","bronze","Shane KELLY","Men","Cycling Track","Keirin men","AUS","Australia"
"5712","athens-2004","gold","Australia","Men","Cycling Track","Team Pursuit 4000m men","AUS","Australia"
"5713","athens-2004","silver","Great Britain","Men","Cycling Track","Team Pursuit 4000m men","GBR","Great Britain"
"5714","athens-2004","bronze","Spain","Men","Cycling Track","Team Pursuit 4000m men","ESP","Spain"
"5715","athens-2004","gold","Ryan BAYLEY","Men","Cycling Track","Sprint individual men","AUS","Australia"
"5716","athens-2004","silver","Theo BOS","Men","Cycling Track","Sprint individual men","NED","Netherlands"
"5717","athens-2004","bronze","Rene WOLFF","Men","Cycling Track","Sprint individual men","GER","Germany"
"5718","athens-2004","gold","Chris HOY","Men","Cycling Track","1km time trial men","GBR","Great Britain"
"5719","athens-2004","silver","Arnaud TOURNANT","Men","Cycling Track","1km time trial men","FRA","France"
"5720","athens-2004","bronze","Stefan NIMKE","Men","Cycling Track","1km time trial men","GER","Germany"
"5721","athens-2004","gold","Lori-Ann MUENZER","Women","Cycling Track","sprint women","CAN","Canada"
"5722","athens-2004","silver","Tamila Abasova","Women","Cycling Track","sprint women","RUS","Russian Federation"
"5723","athens-2004","bronze","Anna MEARES","Women","Cycling Track","sprint women","AUS","Australia"
"5724","athens-2004","gold","Mikhail IGNATYEV","Men","Cycling Track","Points Race men","RUS","Russian Federation"
"5725","athens-2004","silver","Joan LLANERAS","Men","Cycling Track","Points Race men","ESP","Spain"
"5726","athens-2004","bronze","Guido FULST","Men","Cycling Track","Points Race men","GER","Germany"
"5727","athens-2004","gold","Anna MEARES","Women","Cycling Track","500m time trial women","AUS","Australia"
"5728","athens-2004","silver","Yonghua JIANG","Women","Cycling Track","500m time trial women","CHN","People's Republic of China"
"5729","athens-2004","bronze","Nataliya Tsilinskaya","Women","Cycling Track","500m time trial women","BLR","Belarus"
"5730","athens-2004","gold","Australia","Men","Cycling Track","Madison men","AUS","Australia"
"5731","athens-2004","silver","Switzerland","Men","Cycling Track","Madison men","SUI","Switzerland"
"5732","athens-2004","bronze","Great Britain","Men","Cycling Track","Madison men","GBR","Great Britain"
"5733","athens-2004","gold","Germany","Men","Cycling Track","Team sprint men","GER","Germany"
"5734","athens-2004","silver","Japan","Men","Cycling Track","Team sprint men","JPN","Japan"
"5735","athens-2004","bronze","France","Men","Cycling Track","Team sprint men","FRA","France"
"5736","athens-2004","gold","Annica VAN GRUNSVEN","Open","Equestrian Dressage","individual mixed","NED","Netherlands"
"5737","athens-2004","silver","Ulla SALZGEBER","Open","Equestrian Dressage","individual mixed","GER","Germany"
