"","slug_game","medal_type","name","gender","discipline","event","country_code","country_long"
"5738","athens-2004","bronze","Beatriz FERRER","Open","Equestrian Dressage","individual mixed","ESP","Spain"
"5739","athens-2004","gold","Germany","Open","Equestrian Dressage","team mixed","GER","Germany"
"5740","athens-2004","silver","Spain","Open","Equestrian Dressage","team mixed","ESP","Spain"
"5741","athens-2004","bronze","United States of America","Open","Equestrian Dressage","team mixed","USA","United States of America"
"5742","athens-2004","gold","Michael PHELPS","Men","Swimming","200m butterfly men","USA","United States of America"
"5743","athens-2004","silver","Takashi YAMAMOTO","Men","Swimming","200m butterfly men","JPN","Japan"
"5744","athens-2004","bronze","Steve PARRY","Men","Swimming","200m butterfly men","GBR","Great Britain"
"5745","athens-2004","gold","Michael PHELPS","Men","Swimming","100m butterfly men","USA","United States of America"
"5746","athens-2004","silver","Ian CROCKER","Men","Swimming","100m butterfly men","USA","United States of America"
"5747","athens-2004","bronze","Andriy SERDINOV","Men","Swimming","100m butterfly men","UKR","Ukraine"
"5748","athens-2004","gold","Grant HACKETT","Men","Swimming","1500m freestyle men","AUS","Australia"
"5749","athens-2004","silver","Larsen JENSEN","Men","Swimming","1500m freestyle men","USA","United States of America"
"5750","athens-2004","bronze","David DAVIES","Men","Swimming","1500m freestyle men","GBR","Great Britain"
"5751","athens-2004","gold","Gary Hall, Jr.","Men","Swimming","50m freestyle men","USA","United States of America"
"5752","athens-2004","silver","Duje DRAGANJA","Men","Swimming","50m freestyle men","CRO","Croatia"
"5753","athens-2004","bronze","Roland SCHOEMAN","Men","Swimming","50m freestyle men","RSA","South Africa"
"5754","athens-2004","gold","United States of America","Men","Swimming","4x100m medley relay men","USA","United States of America"
"5755","athens-2004","silver","Germany","Men","Swimming","4x100m medley relay men","GER","Germany"
"5756","athens-2004","bronze","Japan","Men","Swimming","4x100m medley relay men","JPN","Japan"
"5757","athens-2004","gold","Otylia JEDRZEJCZAK","Women","Swimming","200m butterfly women","POL","Poland"
"5758","athens-2004","silver","Petria THOMAS","Women","Swimming","200m butterfly women","AUS","Australia"
"5759","athens-2004","bronze","Yuko NAKANISHI","Women","Swimming","200m butterfly women","JPN","Japan"
"5760","athens-2004","gold","Ai SHIBATA","Women","Swimming","800m freestyle women","JPN","Japan"
"5761","athens-2004","silver","Laure MANAUDOU","Women","Swimming","800m freestyle women","FRA","France"
"5762","athens-2004","bronze","Diana MUNZ","Women","Swimming","800m freestyle women","USA","United States of America"
"5763","athens-2004","gold","Kirsty Leigh COVENTRY","Women","Swimming","200m backstroke women","ZIM","Zimbabwe"
"5764","athens-2004","silver","Stanislava KOMAROVA","Women","Swimming","200m backstroke women","RUS","Russian Federation"
"5765","athens-2004","bronze","Reiko NAKAMURA","Women","Swimming","200m backstroke women","JPN","Japan"
"5766","athens-2004","bronze","Antje BUSCHSCHULTE","Women","Swimming","200m backstroke women","GER","Germany"
"5767","athens-2004","gold","Michael PHELPS","Men","Swimming","400m individual medley men","USA","United States of America"
"5768","athens-2004","silver","Erik VENDT","Men","Swimming","400m individual medley men","USA","United States of America"
"5769","athens-2004","bronze","Laszlo CSEH","Men","Swimming","400m individual medley men","HUN","Hungary"
"5770","athens-2004","gold","Ian THORPE","Men","Swimming","200m freestyle men","AUS","Australia"
"5771","athens-2004","silver","Pieter VAN DEN HOOGENBAND","Men","Swimming","200m freestyle men","NED","Netherlands"
"5772","athens-2004","bronze","Michael PHELPS","Men","Swimming","200m freestyle men","USA","United States of America"
"5773","athens-2004","gold","Ian THORPE","Men","Swimming","400m freestyle men","AUS","Australia"
"5774","athens-2004","silver","Grant HACKETT","Men","Swimming","400m freestyle men","AUS","Australia"
"5775","athens-2004","bronze","Klete KELLER","Men","Swimming","400m freestyle men","USA","United States of America"
"5776","athens-2004","gold","Aaron PEIRSOL","Men","Swimming","100m backstroke men","USA","United States of America"
"5777","athens-2004","silver","Markus ROGAN","Men","Swimming","100m backstroke men","AUT","Austria"
"5778","athens-2004","bronze","Tomomi MORITA","Men","Swimming","100m backstroke men","JPN","Japan"
"5779","athens-2004","gold","Australia","Women","Swimming","4x100m medley relay women","AUS","Australia"
"5780","athens-2004","silver","United States of America","Women","Swimming","4x100m medley relay women","USA","United States of America"
"5781","athens-2004","bronze","Germany","Women","Swimming","4x100m medley relay women","GER","Germany"
"5782","athens-2004","gold","Yana KLOCHKOVA","Women","Swimming","200m individual medley women","UKR","Ukraine"
"5783","athens-2004","silver","Amanda BEARD","Women","Swimming","200m individual medley women","USA","United States of America"
"5784","athens-2004","bronze","Kirsty Leigh COVENTRY","Women","Swimming","200m individual medley women","ZIM","Zimbabwe"
"5785","athens-2004","gold","Australia","Women","Swimming","4x100m freestyle relay women","AUS","Australia"
"5786","athens-2004","silver","United States of America","Women","Swimming","4x100m freestyle relay women","USA","United States of America"
"5787","athens-2004","bronze","Netherlands","Women","Swimming","4x100m freestyle relay women","NED","Netherlands"
"5788","athens-2004","gold","Jodie HENRY","Women","Swimming","100m freestyle women","AUS","Australia"
"5789","athens-2004","silver","Inge DE BRUIJN","Women","Swimming","100m freestyle women","NED","Netherlands"
"5790","athens-2004","bronze","Natalie COUGHLIN","Women","Swimming","100m freestyle women","USA","United States of America"
"5791","athens-2004","gold","Laure MANAUDOU","Women","Swimming","400m freestyle women","FRA","France"
"5792","athens-2004","silver","Otylia JEDRZEJCZAK","Women","Swimming","400m freestyle women","POL","Poland"
"5793","athens-2004","bronze","Kaitlin SANDENO","Women","Swimming","400m freestyle women","USA","United States of America"
"5794","athens-2004","gold","Michael PHELPS","Men","Swimming","200m individual medley men","USA","United States of America"
"5795","athens-2004","silver","Ryan LOCHTE","Men","Swimming","200m individual medley men","USA","United States of America"
"5796","athens-2004","bronze","George BOVELL","Men","Swimming","200m individual medley men","TTO","Trinidad and Tobago"
"5797","athens-2004","gold","Amanda BEARD","Women","Swimming","200m breaststroke women","USA","United States of America"
"5798","athens-2004","silver","Leisel JONES","Women","Swimming","200m breaststroke women","AUS","Australia"
"5799","athens-2004","bronze","Anne POLESKA","Women","Swimming","200m breaststroke women","GER","Germany"
"5800","athens-2004","gold","Kosuke KITAJIMA","Men","Swimming","100m breaststroke men","JPN","Japan"
"5801","athens-2004","silver","Brendan HANSEN","Men","Swimming","100m breaststroke men","USA","United States of America"
"5802","athens-2004","bronze","Hugues DUBOSCQ","Men","Swimming","100m breaststroke men","FRA","France"
"5803","athens-2004","gold","South Africa","Men","Swimming","4x100m freestyle relay men","RSA","South Africa"
"5804","athens-2004","silver","Netherlands","Men","Swimming","4x100m freestyle relay men","NED","Netherlands"
"5805","athens-2004","bronze","United States of America","Men","Swimming","4x100m freestyle relay men","USA","United States of America"
"5806","athens-2004","gold","United States of America","Men","Swimming","4x200m freestyle relay men","USA","United States of America"
"5807","athens-2004","silver","Australia","Men","Swimming","4x200m freestyle relay men","AUS","Australia"
"5808","athens-2004","bronze","Italy","Men","Swimming","4x200m freestyle relay men","ITA","Italy"
"5809","athens-2004","gold","Aaron PEIRSOL","Men","Swimming","200m backstroke men","USA","United States of America"
"5810","athens-2004","silver","Markus ROGAN","Men","Swimming","200m backstroke men","AUT","Austria"
"5811","athens-2004","bronze","Razvan Ionut FLOREA","Men","Swimming","200m backstroke men","ROU","Romania"
"5812","athens-2004","gold","Pieter VAN DEN HOOGENBAND","Men","Swimming","100m freestyle men","NED","Netherlands"
"5813","athens-2004","silver","Roland SCHOEMAN","Men","Swimming","100m freestyle men","RSA","South Africa"
"5814","athens-2004","bronze","Ian THORPE","Men","Swimming","100m freestyle men","AUS","Australia"
"5815","athens-2004","gold","Inge DE BRUIJN","Women","Swimming","50m freestyle women","NED","Netherlands"
"5816","athens-2004","silver","Malia METELLA","Women","Swimming","50m freestyle women","FRA","France"
"5817","athens-2004","bronze","Libby TRICKETT","Women","Swimming","50m freestyle women","AUS","Australia"
"5818","athens-2004","gold","Kosuke KITAJIMA","Men","Swimming","200m breaststroke men","JPN","Japan"
"5819","athens-2004","silver","Daniel GYURTA","Men","Swimming","200m breaststroke men","HUN","Hungary"
"5820","athens-2004","bronze","Brendan HANSEN","Men","Swimming","200m breaststroke men","USA","United States of America"
"5821","athens-2004","gold","Yana KLOCHKOVA","Women","Swimming","400m individual medley women","UKR","Ukraine"
"5822","athens-2004","silver","Kaitlin SANDENO","Women","Swimming","400m individual medley women","USA","United States of America"
"5823","athens-2004","bronze","Georgina BARDACH","Women","Swimming","400m individual medley women","ARG","Argentina"
"5824","athens-2004","gold","United States of America","Women","Swimming","4x200m freestyle relay women","USA","United States of America"
"5825","athens-2004","silver","People's Republic of China","Women","Swimming","4x200m freestyle relay women","CHN","People's Republic of China"
"5826","athens-2004","bronze","Germany","Women","Swimming","4x200m freestyle relay women","GER","Germany"
"5827","athens-2004","gold","Xuejuan LUO","Women","Swimming","100m breaststroke women","CHN","People's Republic of China"
"5828","athens-2004","silver","Brooke HANSON","Women","Swimming","100m breaststroke women","AUS","Australia"
"5829","athens-2004","bronze","Leisel JONES","Women","Swimming","100m breaststroke women","AUS","Australia"
"5830","athens-2004","gold","Petria THOMAS","Women","Swimming","100m butterfly women","AUS","Australia"
"5831","athens-2004","silver","Otylia JEDRZEJCZAK","Women","Swimming","100m butterfly women","POL","Poland"
"5832","athens-2004","bronze","Inge DE BRUIJN","Women","Swimming","100m butterfly women","NED","Netherlands"
"5833","athens-2004","gold","Natalie COUGHLIN","Women","Swimming","100m backstroke women","USA","United States of America"
"5834","athens-2004","silver","Kirsty Leigh COVENTRY","Women","Swimming","100m backstroke women","ZIM","Zimbabwe"
"5835","athens-2004","bronze","Laure MANAUDOU","Women","Swimming","100m backstroke women","FRA","France"
"5836","athens-2004","gold","Camelia Alina POTEC","Women","Swimming","200m freestyle women","ROU","Romania"
"5837","athens-2004","silver","Federica PELLEGRINI","Women","Swimming","200m freestyle women","ITA","Italy"
"5838","athens-2004","bronze","Solenne FIGUES","Women","Swimming","200m freestyle women","FRA","France"
"5839","athens-2004","gold","Brazil","Men","Volleyball","volleyball men","BRA","Brazil"
"5840","athens-2004","silver","Italy","Men","Volleyball","volleyball men","ITA","Italy"
"5841","athens-2004","bronze","Russian Federation","Men","Volleyball","volleyball men","RUS","Russian Federation"
"5842","athens-2004","gold","People's Republic of China","Women","Volleyball","volleyball women","CHN","People's Republic of China"
"5843","athens-2004","silver","Russian Federation","Women","Volleyball","volleyball women","RUS","Russian Federation"
"5844","athens-2004","bronze","Cuba","Women","Volleyball","volleyball women","CUB","Cuba"
"5845","athens-2004","gold","Argentina","Men","Football","football men","ARG","Argentina"
"5846","athens-2004","silver","Paraguay","Men","Football","football men","PAR","Paraguay"
"5847","athens-2004","bronze","Italy","Men","Football","football men","ITA","Italy"
"5848","athens-2004","gold","United States of America","Women","Football","football women","USA","United States of America"
"5849","athens-2004","silver","Brazil","Women","Football","football women","BRA","Brazil"
"5850","athens-2004","bronze","Germany","Women","Football","football women","GER","Germany"
"5851","athens-2004","gold","Udomporn POLSAK","Women","Weightlifting","53kg women","THA","Thailand"
"5852","athens-2004","silver","Raema Lisa RUMBEWAS","Women","Weightlifting","53kg women","INA","Indonesia"
"5853","athens-2004","bronze","Mabel MOSQUERA","Women","Weightlifting","53kg women","COL","Colombia"
"5854","athens-2004","gold","Hossein REZA ZADEH","Men","Weightlifting","105kg superheavyweight men","IRI","Islamic Republic of Iran"
"5855","athens-2004","silver","Viktors SCERBATIHS","Men","Weightlifting","105kg superheavyweight men","LAT","Latvia"
"5856","athens-2004","bronze","Velichko CHOLAKOV","Men","Weightlifting","105kg superheavyweight men","BUL","Bulgaria"
"5857","athens-2004","gold","Zhiyong SHI","Men","Weightlifting","62kg featherweight men","CHN","People's Republic of China"
"5858","athens-2004","silver","Maosheng LE","Men","Weightlifting","62kg featherweight men","CHN","People's Republic of China"
"5859","athens-2004","bronze","Israel Jose RUBIO","Men","Weightlifting","62kg featherweight men","VEN","Venezuela"
"5860","athens-2004","gold","Nurcan TAYLAN","Women","Weightlifting","48kg women","TUR","Turkey"
"5861","athens-2004","silver","Zhuo LI","Women","Weightlifting","48kg women","CHN","People's Republic of China"
"5862","athens-2004","bronze","Aree WIRATTHAWORN","Women","Weightlifting","48kg women","THA","Thailand"
"5863","athens-2004","gold","Nataliya SKAKUN","Women","Weightlifting","63kg women","UKR","Ukraine"
"5864","athens-2004","silver","Anna Batyushko","Women","Weightlifting","63kg women","BLR","Belarus"
"5865","athens-2004","bronze","Tatyana Stukalova","Women","Weightlifting","63kg women","BLR","Belarus"
"5866","athens-2004","gold","Chunhong LIU","Women","Weightlifting","69kg women","CHN","People's Republic of China"
"5867","athens-2004","silver","Eszter KRUTZLER","Women","Weightlifting","69kg women","HUN","Hungary"
"5868","athens-2004","bronze","Zarema KASAEVA","Women","Weightlifting","69kg women","RUS","Russian Federation"
"5869","athens-2004","gold","George ASANIDZE","Men","Weightlifting","85kg men","GEO","Georgia"
"5870","athens-2004","silver","Andrey Rybakov","Men","Weightlifting","85kg men","BLR","Belarus"
"5871","athens-2004","bronze","Pyrros DIMAS","Men","Weightlifting","85kg men","GRE","Greece"
"5872","athens-2004","gold","Taner SAGIR","Men","Weightlifting","77kg men","TUR","Turkey"
"5873","athens-2004","silver","Sergey FILIMONOV","Men","Weightlifting","77kg men","KAZ","Kazakhstan"
"5874","athens-2004","bronze","Reyhan Arabacıoğlu","Men","Weightlifting","77kg men","TUR","Turkey"
"5875","athens-2004","gold","Milen DOBREV","Men","Weightlifting","94kg men","BUL","Bulgaria"
"5876","athens-2004","silver","Khadzhimurat AKKAEV","Men","Weightlifting","94kg men","RUS","Russian Federation"
"5877","athens-2004","bronze","Eduard TYUKIN","Men","Weightlifting","94kg men","RUS","Russian Federation"
"5878","athens-2004","gold","Yanqing CHEN","Women","Weightlifting","58kg women","CHN","People's Republic of China"
"5879","athens-2004","silver","Song Hui RI","Women","Weightlifting","58kg women","PRK","Democratic People's Republic of Korea"
"5880","athens-2004","bronze","Wandee KAMEAIM","Women","Weightlifting","58kg women","THA","Thailand"
"5881","athens-2004","gold","Pawina THONGSUK","Women","Weightlifting","75kg women","THA","Thailand"
"5882","athens-2004","silver","Natalya ZABOLOTNAYA","Women","Weightlifting","75kg women","RUS","Russian Federation"
"5883","athens-2004","bronze","Valentina POPOVA","Women","Weightlifting","75kg women","RUS","Russian Federation"
